event_year,event_month,event_dow,event_hour,event_type,division,apprehension_made,hood_140
2015,September,Monday,10,Suicide-related,D33,No,122
2015,July,Monday,10,Suicide-related,D32,No,116
2014,July,Tuesday,0,Overdose,D53,No,139
2014,July,Friday,4,Person in Crisis,D23,No,112
2015,November,Monday,16,Overdose,D42,No,119
2014,September,Tuesday,2,Person in Crisis,D55,No,112
2015,September,Tuesday,20,Suicide-related,D53,Yes,138
2014,May,Sunday,6,Person in Crisis,D55,No,116
2014,September,Friday,19,Person in Crisis,D32,No,28
2014,March,Thursday,21,Person in Crisis,D32,No,68
2015,November,Tuesday,7,Person in Crisis,D53,Yes,53
2015,March,Sunday,6,Overdose,D14,Yes,39
2015,July,Wednesday,15,Suicide-related,D11,No,86
2015,August,Thursday,0,Suicide-related,D22,No,30
2015,August,Sunday,22,Person in Crisis,D11,No,12
2014,March,Thursday,17,Suicide-related,D13,No,73
2014,March,Saturday,12,Suicide-related,D13,No,124
2014,February,Thursday,4,Overdose,D42,No,7
2014,August,Saturday,5,Overdose,D54,No,125
2015,October,Friday,7,Person in Crisis,D31,Yes,44
2015,May,Tuesday,20,Suicide-related,D32,No,39
2014,June,Wednesday,4,Suicide-related,D52,Yes,103
2014,December,Monday,12,Suicide-related,D52,No,46
2014,August,Monday,15,Overdose,D32,No,78
2015,February,Monday,3,Suicide-related,D23,No,43
2014,August,Saturday,23,Person in Crisis,D52,No,115
2015,May,Tuesday,14,Suicide-related,D32,No,88
2015,February,Monday,3,Suicide-related,D51,No,94
2014,January,Wednesday,15,Overdose,D13,No,9
2015,January,Wednesday,6,Suicide-related,D52,No,125
2015,October,Saturday,21,Suicide-related,D12,No,43
2015,October,Wednesday,15,Overdose,D32,No,3
2014,June,Tuesday,23,Overdose,D52,No,111
2015,March,Monday,1,Overdose,D41,No,68
2015,October,Sunday,14,Suicide-related,D32,No,36
2015,May,Sunday,17,Person in Crisis,D41,No,120
2015,June,Saturday,9,Suicide-related,D41,No,82
2015,December,Saturday,11,Overdose,D51,No,59
2015,August,Sunday,17,Suicide-related,D31,No,77
2014,January,Monday,16,Overdose,D55,No,101
2015,July,Sunday,22,Suicide-related,D53,No,13
2014,May,Monday,8,Suicide-related,D51,No,86
2015,July,Monday,2,Suicide-related,D13,No,76
2015,October,Tuesday,8,Overdose,D23,No,120
2014,July,Wednesday,13,Overdose,D22,No,23
2015,November,Friday,17,Overdose,D42,No,12
2015,November,Wednesday,5,Suicide-related,D55,No,123
2015,March,Wednesday,6,Person in Crisis,D41,No,61
2014,January,Wednesday,8,Suicide-related,D55,No,39
2015,October,Saturday,0,Person in Crisis,D22,No,3
2015,July,Wednesday,17,Overdose,D51,No,92
2014,December,Tuesday,2,Suicide-related,D41,No,31
2015,November,Saturday,2,Suicide-related,D52,Yes,136
2015,September,Saturday,19,Overdose,D23,No,135
2014,January,Thursday,2,Overdose,D43,No,64
2014,April,Wednesday,17,Suicide-related,D11,No,109
2015,November,Sunday,4,Suicide-related,D53,Yes,93
2015,December,Saturday,20,Suicide-related,D31,No,83
2015,December,Tuesday,17,Person in Crisis,D12,Yes,91
2014,February,Tuesday,18,Person in Crisis,D22,Yes,86
2015,May,Sunday,7,Person in Crisis,D55,No,94
2015,July,Friday,10,Suicide-related,D23,No,6
2015,February,Thursday,7,Person in Crisis,D32,Yes,101
2014,May,Sunday,6,Person in Crisis,D42,Yes,24
2015,February,Friday,7,Person in Crisis,D53,No,105
2014,July,Thursday,20,Overdose,D12,No,40
2015,September,Sunday,16,Overdose,D54,No,49
2014,June,Friday,9,Person in Crisis,D12,Yes,121
2014,February,Saturday,20,Overdose,D22,No,31
2014,October,Friday,1,Suicide-related,D41,No,81
2015,August,Sunday,15,Suicide-related,D43,No,11
2015,February,Friday,1,Overdose,D43,Yes,2
2015,February,Monday,19,Person in Crisis,D31,No,35
2015,August,Wednesday,22,Suicide-related,D54,No,126
2015,April,Wednesday,1,Suicide-related,D32,No,106
2015,May,Monday,6,Overdose,D41,No,100
2015,January,Tuesday,5,Overdose,D51,No,17
2015,November,Tuesday,0,Overdose,D31,No,10
2014,June,Sunday,12,Overdose,D11,No,21
2014,June,Friday,12,Overdose,D11,No,98
2014,January,Sunday,20,Overdose,D41,No,125
2015,September,Tuesday,13,Overdose,D41,No,5
2014,November,Wednesday,8,Overdose,D12,No,64
2014,September,Sunday,4,Suicide-related,D14,No,122
2015,January,Tuesday,18,Suicide-related,D53,No,67
2015,July,Thursday,22,Person in Crisis,D42,Yes,130
2014,May,Tuesday,10,Suicide-related,D32,No,116
2014,June,Friday,22,Person in Crisis,D12,Yes,105
2014,April,Sunday,20,Suicide-related,D43,Yes,60
2015,March,Friday,7,Suicide-related,D33,No,111
2015,January,Saturday,1,Overdose,D54,No,97
2014,March,Saturday,19,Overdose,D11,Yes,42
2015,November,Monday,16,Overdose,D55,No,133
2014,April,Monday,8,Overdose,D11,No,58
2015,October,Wednesday,17,Person in Crisis,D52,No,68
2015,February,Friday,12,Overdose,D11,No,22
2015,July,Monday,13,Overdose,D42,No,45
2014,November,Tuesday,23,Overdose,D42,No,44
2015,September,Friday,4,Suicide-related,D51,Yes,86
2015,August,Friday,8,Person in Crisis,D22,No,104
2014,July,Wednesday,13,Person in Crisis,D41,No,99
2015,October,Monday,12,Suicide-related,D12,No,69
2015,December,Sunday,1,Overdose,D12,No,78
2014,December,Wednesday,10,Overdose,D55,No,98
2014,January,Tuesday,16,Suicide-related,D54,No,39
2015,October,Thursday,23,Suicide-related,D51,Yes,82
2014,September,Friday,8,Person in Crisis,D33,Yes,104
2014,April,Friday,14,Overdose,D43,Yes,123
2015,February,Friday,6,Suicide-related,D11,No,137
2014,February,Tuesday,7,Person in Crisis,D32,No,120
2015,February,Monday,20,Suicide-related,D12,Yes,93
2015,November,Thursday,22,Suicide-related,D12,Yes,80
2015,June,Sunday,3,Overdose,D54,No,41
2015,May,Tuesday,17,Suicide-related,D42,No,137
2015,January,Sunday,2,Overdose,D23,Yes,54
2015,October,Tuesday,5,Overdose,D54,No,25
2014,November,Friday,13,Overdose,D31,Yes,52
2015,July,Sunday,10,Suicide-related,D41,No,93
2014,April,Friday,13,Overdose,D33,Yes,28
2015,May,Friday,12,Suicide-related,D33,Yes,105
2015,December,Friday,2,Suicide-related,D42,No,32
2015,April,Sunday,2,Person in Crisis,D11,No,49
2014,January,Saturday,17,Suicide-related,D51,No,94
2015,April,Saturday,20,Overdose,D13,No,23
2015,April,Saturday,3,Person in Crisis,D31,Yes,110
2015,December,Monday,19,Suicide-related,D42,No,22
2015,December,Sunday,5,Overdose,D12,Yes,15
2015,August,Wednesday,2,Person in Crisis,D55,Yes,132
2014,July,Tuesday,7,Overdose,D11,No,124
2015,July,Wednesday,19,Person in Crisis,D52,No,34
2015,February,Thursday,3,Overdose,D54,No,108
2015,October,Wednesday,10,Person in Crisis,D31,No,97
2015,February,Friday,19,Overdose,D13,No,115
2015,June,Monday,7,Person in Crisis,D41,No,72
2014,January,Friday,15,Suicide-related,D32,No,127
2014,January,Monday,17,Suicide-related,D53,No,11
2014,May,Tuesday,9,Person in Crisis,D43,No,125
2014,June,Wednesday,10,Suicide-related,D53,No,19
2014,April,Thursday,23,Person in Crisis,D55,No,99
2014,June,Sunday,17,Person in Crisis,D41,No,34
2015,December,Sunday,21,Suicide-related,D22,Yes,35
2014,August,Thursday,6,Suicide-related,D11,No,64
2014,December,Monday,15,Suicide-related,D23,No,10
2014,November,Sunday,1,Overdose,D14,Yes,79
2015,August,Wednesday,17,Person in Crisis,D51,No,15
2015,January,Thursday,9,Overdose,D32,No,118
2015,December,Monday,23,Overdose,D22,No,133
2014,October,Tuesday,5,Suicide-related,D41,Yes,79
2015,November,Thursday,8,Person in Crisis,D12,Yes,44
2014,December,Saturday,13,Person in Crisis,D54,Yes,41
2015,July,Wednesday,7,Overdose,D23,No,49
2015,September,Sunday,14,Person in Crisis,D51,No,33
2014,October,Monday,1,Suicide-related,D32,Yes,17
2015,August,Tuesday,14,Person in Crisis,D52,No,55
2014,August,Sunday,0,Suicide-related,D23,No,2
2014,January,Sunday,14,Person in Crisis,D12,No,3
2014,May,Thursday,3,Person in Crisis,D22,No,103
2015,July,Monday,19,Overdose,D31,Yes,26
2014,October,Sunday,4,Person in Crisis,D33,No,125
2015,July,Sunday,14,Overdose,D31,No,95
2014,April,Thursday,23,Overdose,D51,No,16
2014,February,Thursday,8,Suicide-related,D52,Yes,139
2015,September,Saturday,7,Person in Crisis,D32,No,28
2015,September,Sunday,13,Suicide-related,D33,No,72
2015,December,Sunday,6,Person in Crisis,D14,No,3
2015,December,Sunday,2,Person in Crisis,D31,No,45
2014,January,Sunday,9,Person in Crisis,D41,No,103
2014,February,Thursday,21,Person in Crisis,D32,Yes,86
2015,December,Friday,20,Overdose,D31,No,99
2015,January,Friday,13,Person in Crisis,D13,No,56
2015,July,Saturday,18,Suicide-related,D22,No,9
2015,October,Sunday,5,Overdose,D43,No,21
2015,January,Thursday,8,Overdose,D51,No,32
2015,August,Saturday,7,Overdose,D43,No,65
2015,March,Saturday,14,Overdose,D42,No,115
2015,September,Sunday,21,Overdose,D53,No,68
2014,November,Friday,3,Person in Crisis,D32,No,85
2015,September,Tuesday,22,Overdose,D33,No,111
2014,September,Friday,22,Suicide-related,D54,No,87
2014,February,Tuesday,14,Suicide-related,D41,Yes,17
2015,September,Sunday,23,Person in Crisis,D53,No,74
2014,December,Friday,19,Overdose,D12,No,78
2014,January,Tuesday,19,Person in Crisis,D42,No,5
2014,June,Saturday,13,Person in Crisis,D31,No,43
2014,January,Thursday,17,Overdose,D51,No,62
2014,July,Monday,22,Suicide-related,D23,No,49
2015,January,Wednesday,2,Person in Crisis,D41,No,12
2014,November,Monday,15,Suicide-related,D43,No,115
2015,June,Saturday,18,Suicide-related,D52,No,75
2014,January,Wednesday,14,Person in Crisis,D41,No,80
2015,April,Sunday,19,Person in Crisis,D11,No,13
2014,February,Tuesday,3,Person in Crisis,D55,No,131
2015,September,Monday,2,Person in Crisis,D42,No,96
2014,April,Tuesday,15,Suicide-related,D11,No,63
2014,May,Saturday,21,Suicide-related,D54,No,26
2014,February,Thursday,5,Overdose,D52,Yes,63
2014,December,Wednesday,18,Suicide-related,D55,Yes,6
2015,November,Friday,17,Person in Crisis,D13,Yes,22
2015,January,Saturday,1,Person in Crisis,D33,No,91
2015,December,Sunday,11,Person in Crisis,D14,Yes,68
2015,July,Tuesday,3,Person in Crisis,D12,Yes,75
2014,January,Sunday,18,Suicide-related,D54,No,15
2014,March,Saturday,5,Overdose,D33,Yes,115
2014,August,Wednesday,2,Overdose,D14,Yes,90
2014,October,Wednesday,15,Person in Crisis,D23,No,140
2015,February,Friday,5,Person in Crisis,D31,No,74
2015,October,Friday,17,Overdose,D31,Yes,40
2014,November,Saturday,2,Suicide-related,D43,No,139
2015,April,Wednesday,3,Overdose,D43,No,133
2014,October,Monday,3,Person in Crisis,D43,No,89
2015,August,Wednesday,11,Overdose,D43,Yes,6
2015,May,Tuesday,9,Overdose,D14,Yes,114
2015,March,Monday,21,Suicide-related,D32,No,88
2014,February,Wednesday,8,Suicide-related,D33,Yes,134
2014,November,Monday,18,Suicide-related,D31,No,36
2014,June,Thursday,11,Overdose,D12,No,39
2014,May,Tuesday,22,Suicide-related,D11,No,121
2015,October,Wednesday,17,Overdose,D32,Yes,42
2014,February,Saturday,14,Suicide-related,D33,No,131
2015,March,Tuesday,23,Overdose,D51,No,116
2014,February,Monday,5,Suicide-related,D22,No,114
2015,March,Thursday,11,Suicide-related,D31,No,27
2015,April,Sunday,3,Suicide-related,D52,No,1
2014,January,Friday,17,Overdose,D13,Yes,9
2015,April,Tuesday,18,Person in Crisis,D14,No,140
2015,December,Saturday,15,Person in Crisis,D22,Yes,140
2014,February,Tuesday,20,Overdose,D43,No,32
2015,April,Saturday,19,Suicide-related,D33,No,106
2015,July,Thursday,23,Overdose,D51,Yes,37
2014,June,Wednesday,9,Overdose,D43,No,59
2015,April,Friday,19,Suicide-related,D51,No,96
2015,March,Tuesday,4,Overdose,D11,Yes,65
2015,August,Wednesday,19,Suicide-related,D22,No,50
2015,April,Wednesday,7,Suicide-related,D33,No,9
2015,December,Thursday,13,Suicide-related,D33,No,42
2014,December,Friday,5,Overdose,D14,Yes,47
2015,September,Sunday,8,Person in Crisis,D52,Yes,121
2015,June,Sunday,17,Overdose,D22,No,12
2014,February,Sunday,1,Person in Crisis,D55,No,1
2014,February,Monday,20,Suicide-related,D53,Yes,138
2014,September,Thursday,17,Person in Crisis,D11,Yes,109
2015,August,Thursday,13,Suicide-related,D14,Yes,14
2014,August,Friday,17,Person in Crisis,D14,No,24
2015,October,Wednesday,4,Person in Crisis,D22,Yes,77
2014,March,Monday,7,Suicide-related,D55,No,96
2014,March,Thursday,23,Suicide-related,D14,No,120
2015,February,Sunday,5,Suicide-related,D11,No,55
2014,December,Saturday,3,Person in Crisis,D33,No,139
2015,April,Monday,15,Person in Crisis,D11,No,12
2015,July,Wednesday,10,Overdose,D52,No,45
2014,May,Thursday,3,Overdose,D53,Yes,82
2015,November,Tuesday,15,Suicide-related,D41,Yes,49
2015,June,Tuesday,4,Suicide-related,D52,No,75
2015,February,Sunday,1,Person in Crisis,D12,No,85
2015,January,Friday,6,Person in Crisis,D42,No,112
2014,December,Saturday,16,Person in Crisis,D22,Yes,50
2015,February,Wednesday,13,Person in Crisis,D53,No,18
2015,February,Thursday,20,Suicide-related,D33,Yes,80
2015,November,Monday,13,Person in Crisis,D42,No,58
2014,April,Saturday,9,Person in Crisis,D51,No,85
2015,June,Tuesday,16,Suicide-related,D13,No,11
2014,August,Sunday,3,Overdose,D14,Yes,88
2014,May,Monday,1,Person in Crisis,D32,Yes,94
2015,April,Saturday,20,Overdose,D41,Yes,18
2015,May,Friday,3,Person in Crisis,D32,No,38
2014,November,Wednesday,21,Overdose,D43,No,108
2015,January,Friday,14,Person in Crisis,D55,No,122
2015,April,Friday,20,Suicide-related,D51,No,29
2015,March,Thursday,1,Overdose,D53,Yes,134
2014,February,Tuesday,5,Person in Crisis,D22,Yes,34
2014,December,Thursday,17,Overdose,D11,No,54
2014,January,Monday,8,Person in Crisis,D31,Yes,55
2015,October,Monday,12,Suicide-related,D32,No,92
2015,September,Friday,2,Person in Crisis,D41,No,69
2014,February,Wednesday,9,Person in Crisis,D13,No,97
2014,February,Saturday,7,Person in Crisis,D54,Yes,115
2015,December,Friday,19,Suicide-related,D41,No,41
2015,March,Tuesday,16,Suicide-related,D53,Yes,117
2015,May,Friday,17,Suicide-related,D53,No,104
2015,November,Sunday,5,Suicide-related,D23,No,39
2014,December,Tuesday,1,Person in Crisis,D53,No,55
2014,July,Tuesday,10,Person in Crisis,D22,No,139
2015,December,Saturday,2,Person in Crisis,D55,No,110
2015,November,Wednesday,19,Person in Crisis,D52,Yes,100
2014,January,Wednesday,10,Person in Crisis,D32,No,110
2014,September,Monday,2,Overdose,D31,No,124
2014,September,Tuesday,8,Person in Crisis,D53,No,72
2014,December,Friday,2,Person in Crisis,D22,No,125
2015,December,Sunday,22,Person in Crisis,D51,Yes,127
2014,August,Saturday,1,Suicide-related,D11,No,21
2015,February,Tuesday,21,Suicide-related,D13,No,43
2014,October,Tuesday,9,Suicide-related,D32,No,70
2015,November,Saturday,14,Person in Crisis,D23,No,20
2015,June,Monday,11,Overdose,D14,No,124
2014,June,Saturday,3,Suicide-related,D42,No,114
2014,September,Sunday,13,Person in Crisis,D32,No,83
2015,April,Thursday,13,Person in Crisis,D23,No,95
2014,May,Saturday,10,Overdose,D23,No,14
2014,August,Thursday,9,Person in Crisis,D52,No,77
2014,October,Wednesday,3,Overdose,D41,No,139
2014,January,Tuesday,9,Person in Crisis,D41,No,113
2015,June,Saturday,15,Person in Crisis,D32,No,125
2015,October,Sunday,20,Suicide-related,D12,No,10
2015,June,Sunday,2,Suicide-related,D31,No,86
2015,May,Monday,15,Suicide-related,D55,No,127
2015,November,Friday,1,Person in Crisis,D13,No,13
2015,March,Saturday,4,Person in Crisis,D42,No,90
2015,October,Tuesday,2,Suicide-related,D52,No,54
2014,June,Monday,10,Person in Crisis,D22,Yes,36
2015,September,Thursday,23,Overdose,D55,No,34
2014,May,Monday,19,Suicide-related,D53,No,88
2015,October,Wednesday,19,Suicide-related,D13,No,30
2015,July,Tuesday,12,Person in Crisis,D54,No,7
2015,March,Tuesday,10,Person in Crisis,D14,No,23
2014,February,Thursday,1,Overdose,D14,No,12
2014,April,Sunday,19,Overdose,D23,No,118
2014,August,Friday,17,Person in Crisis,D52,No,103
2014,December,Saturday,19,Suicide-related,D23,Yes,135
2014,August,Thursday,16,Person in Crisis,D33,No,82
2014,September,Friday,10,Overdose,D42,Yes,73
2015,March,Wednesday,5,Person in Crisis,D11,No,4
2015,May,Friday,8,Overdose,D41,No,127
2014,July,Friday,10,Overdose,D14,No,46
2014,September,Wednesday,10,Person in Crisis,D32,No,67
2015,March,Sunday,0,Suicide-related,D55,No,129
2015,September,Thursday,22,Suicide-related,D22,No,21
2015,December,Tuesday,11,Overdose,D51,Yes,122
2015,January,Saturday,4,Overdose,D43,No,82
2014,June,Thursday,13,Person in Crisis,D32,No,20
2014,August,Sunday,14,Person in Crisis,D41,No,10
2015,July,Thursday,2,Suicide-related,D43,No,37
2015,February,Friday,13,Overdose,D13,No,128
2014,June,Thursday,8,Overdose,D11,No,91
2015,September,Tuesday,23,Person in Crisis,D23,No,135
2014,October,Saturday,9,Suicide-related,D14,Yes,120
2014,August,Friday,3,Overdose,D13,No,29
2015,February,Monday,18,Overdose,D22,No,47
2015,October,Monday,1,Overdose,D22,No,33
2014,March,Wednesday,0,Person in Crisis,D33,Yes,102
2014,February,Saturday,11,Person in Crisis,D32,No,108
2014,May,Friday,19,Suicide-related,D42,No,36
2014,July,Saturday,6,Person in Crisis,D41,No,30
2014,June,Sunday,9,Person in Crisis,D12,No,110
2014,May,Friday,12,Suicide-related,D41,Yes,78
2014,September,Sunday,11,Person in Crisis,D55,Yes,60
2014,August,Friday,18,Overdose,D12,Yes,94
2014,June,Monday,20,Person in Crisis,D33,No,52
2015,April,Tuesday,23,Suicide-related,D14,No,54
2014,April,Saturday,15,Person in Crisis,D53,No,11
2014,October,Thursday,12,Overdose,D11,Yes,85
2014,February,Wednesday,7,Overdose,D31,No,2
2015,September,Sunday,4,Overdose,D32,No,63
2015,February,Sunday,10,Suicide-related,D23,No,129
2014,May,Tuesday,4,Person in Crisis,D41,Yes,138
2015,November,Wednesday,18,Suicide-related,D31,No,70
2015,May,Friday,2,Overdose,D52,Yes,112
2014,March,Tuesday,0,Overdose,D31,No,79
2015,March,Wednesday,20,Suicide-related,D22,No,48
2014,February,Saturday,6,Overdose,D55,No,110
2015,November,Friday,16,Person in Crisis,D23,No,26
2014,December,Tuesday,4,Person in Crisis,D43,No,78
2014,November,Wednesday,3,Suicide-related,D41,Yes,32
2014,May,Tuesday,7,Person in Crisis,D54,No,123
2015,June,Monday,6,Suicide-related,D41,No,44
2014,June,Saturday,14,Suicide-related,D53,Yes,41
2015,April,Thursday,19,Overdose,D41,No,104
2014,May,Wednesday,7,Person in Crisis,D14,No,77
2015,March,Thursday,13,Person in Crisis,D14,No,96
2015,June,Thursday,15,Overdose,D14,No,34
2014,July,Friday,0,Overdose,D32,No,132
2015,May,Friday,17,Overdose,D42,No,55
2014,May,Saturday,3,Overdose,D13,No,44
2015,June,Friday,13,Person in Crisis,D32,No,44
2014,November,Tuesday,0,Person in Crisis,D11,No,9
2015,August,Tuesday,8,Suicide-related,D31,No,119
2015,November,Thursday,10,Person in Crisis,D52,No,65
2015,March,Monday,9,Overdose,D53,No,107
2014,October,Friday,15,Suicide-related,D14,No,29
2015,January,Thursday,8,Person in Crisis,D13,No,70
2015,April,Monday,18,Person in Crisis,D53,No,135
2015,October,Monday,15,Suicide-related,D42,No,47
2014,November,Monday,21,Overdose,D55,No,19
2014,October,Monday,21,Overdose,D13,No,88
2014,December,Thursday,0,Suicide-related,D31,No,76
2014,May,Saturday,14,Person in Crisis,D53,No,136
2014,September,Wednesday,0,Suicide-related,D14,No,3
2014,May,Tuesday,17,Person in Crisis,D33,No,81
2015,December,Monday,5,Person in Crisis,D31,Yes,101
2014,September,Sunday,8,Suicide-related,D42,No,34
2015,November,Saturday,14,Person in Crisis,D23,No,24
2015,November,Wednesday,12,Person in Crisis,D43,Yes,122
2015,March,Monday,15,Suicide-related,D31,No,106
2014,December,Monday,5,Person in Crisis,D43,No,111
2015,January,Wednesday,17,Person in Crisis,D31,Yes,14
2014,October,Sunday,5,Person in Crisis,D43,Yes,69
2014,May,Sunday,0,Overdose,D33,No,36
2015,July,Wednesday,11,Person in Crisis,D51,No,32
2014,November,Sunday,8,Suicide-related,D43,Yes,131
2014,May,Saturday,2,Overdose,D22,No,49
2014,December,Monday,0,Overdose,D32,No,138
2015,May,Saturday,9,Person in Crisis,D54,No,34
2014,August,Tuesday,20,Overdose,D23,No,111
2015,November,Thursday,16,Suicide-related,D22,No,33
2014,July,Wednesday,10,Overdose,D51,No,14
2014,October,Friday,23,Person in Crisis,D42,Yes,87
2014,January,Wednesday,6,Person in Crisis,D42,No,55
2015,September,Monday,13,Suicide-related,D51,No,65
2015,October,Thursday,22,Person in Crisis,D12,No,72
2014,July,Monday,21,Suicide-related,D31,No,71
2014,April,Monday,9,Suicide-related,D41,Yes,98
2015,November,Wednesday,8,Overdose,D31,No,60
2014,June,Friday,2,Overdose,D11,Yes,32
2015,September,Monday,9,Person in Crisis,D42,No,49
2015,March,Friday,2,Overdose,D42,No,1
2015,July,Tuesday,6,Overdose,D12,No,54
2015,October,Wednesday,13,Person in Crisis,D42,Yes,4
2015,April,Friday,16,Person in Crisis,D12,No,137
2015,June,Tuesday,7,Suicide-related,D53,No,33
2014,June,Thursday,4,Overdose,D31,No,74
2015,April,Monday,5,Overdose,D52,Yes,74
2015,June,Wednesday,17,Person in Crisis,D42,No,86
2015,July,Saturday,0,Overdose,D53,Yes,74
2014,July,Friday,20,Suicide-related,D22,No,50
2014,December,Wednesday,10,Suicide-related,D52,No,140
2015,January,Tuesday,13,Overdose,D51,Yes,117
2014,March,Thursday,10,Overdose,D51,No,9
2015,June,Thursday,6,Overdose,D43,No,10
2015,September,Thursday,3,Person in Crisis,D51,Yes,50
2014,September,Thursday,18,Suicide-related,D33,No,84
2014,June,Tuesday,4,Person in Crisis,D23,No,54
2014,October,Friday,17,Person in Crisis,D53,Yes,52
2014,January,Friday,3,Person in Crisis,D55,Yes,123
2014,June,Monday,0,Overdose,D53,Yes,128
2014,January,Thursday,3,Suicide-related,D51,No,136
2015,August,Thursday,7,Suicide-related,D43,No,23
2014,September,Monday,18,Overdose,D12,No,38
2015,February,Saturday,4,Person in Crisis,D12,No,90
2015,November,Saturday,8,Suicide-related,D51,Yes,3
2015,September,Sunday,10,Person in Crisis,D43,No,62
2015,June,Sunday,4,Overdose,D55,No,31
2014,September,Tuesday,22,Suicide-related,D43,No,70
2015,December,Tuesday,2,Suicide-related,D41,No,127
2015,February,Wednesday,16,Overdose,D51,No,132
2014,April,Monday,6,Overdose,D31,No,67
2015,October,Tuesday,16,Person in Crisis,D12,No,13
2015,March,Tuesday,2,Person in Crisis,D33,No,87
2014,October,Wednesday,22,Overdose,D13,No,40
2014,December,Saturday,3,Suicide-related,D23,No,102
2014,July,Monday,13,Suicide-related,D23,No,73
2015,September,Sunday,23,Suicide-related,D51,No,45
2014,October,Wednesday,13,Overdose,D51,No,8
2015,May,Wednesday,2,Overdose,D42,No,115
2015,November,Tuesday,5,Person in Crisis,D12,No,113
2015,May,Tuesday,14,Suicide-related,D12,No,122
2014,August,Tuesday,4,Overdose,D22,No,137
2014,October,Thursday,1,Person in Crisis,D33,No,85
2014,May,Friday,23,Person in Crisis,D31,No,28
2014,May,Saturday,17,Suicide-related,D54,No,72
2014,September,Friday,0,Suicide-related,D42,Yes,95
2014,January,Thursday,18,Suicide-related,D55,No,60
2014,May,Thursday,15,Suicide-related,D13,No,67
2014,March,Monday,1,Overdose,D43,No,138
2014,February,Wednesday,3,Person in Crisis,D42,No,135
2014,July,Monday,17,Person in Crisis,D11,No,13
2015,August,Wednesday,6,Overdose,D11,No,72
2015,April,Thursday,22,Person in Crisis,D51,No,125
2014,November,Sunday,13,Suicide-related,D12,No,120
2014,February,Tuesday,11,Overdose,D42,Yes,48
2015,March,Monday,17,Overdose,D43,No,131
2015,April,Sunday,17,Person in Crisis,D23,Yes,54
2014,September,Wednesday,17,Person in Crisis,D11,No,75
2014,April,Wednesday,13,Suicide-related,D22,Yes,23
2014,January,Monday,19,Suicide-related,D31,No,15
2015,June,Tuesday,6,Overdose,D51,No,4
2014,December,Thursday,0,Suicide-related,D55,No,130
2014,March,Monday,3,Suicide-related,D12,No,95
2014,June,Saturday,11,Person in Crisis,D42,Yes,139
2014,January,Thursday,20,Person in Crisis,D52,Yes,74
2014,June,Friday,15,Person in Crisis,D54,No,97
2015,June,Tuesday,5,Person in Crisis,D32,No,9
2014,February,Thursday,11,Suicide-related,D55,No,135
2015,December,Tuesday,20,Suicide-related,D53,No,79
2015,March,Tuesday,6,Suicide-related,D14,No,122
2015,March,Sunday,16,Overdose,D31,No,40
2014,September,Saturday,20,Suicide-related,D11,Yes,106
2014,March,Thursday,17,Person in Crisis,D51,Yes,32
2015,April,Friday,11,Person in Crisis,D31,No,11
2015,April,Saturday,22,Overdose,D33,No,129
2014,June,Thursday,10,Person in Crisis,D54,No,61
2015,October,Friday,5,Person in Crisis,D11,No,100
2015,January,Wednesday,17,Overdose,D42,Yes,11
2014,July,Friday,23,Overdose,D52,No,77
2014,October,Saturday,17,Person in Crisis,D33,No,69
2015,March,Monday,2,Person in Crisis,D55,No,90
2014,August,Sunday,0,Suicide-related,D55,No,105
2015,May,Thursday,14,Person in Crisis,D43,Yes,79
2015,February,Wednesday,20,Person in Crisis,D51,No,85
2014,May,Thursday,20,Overdose,D23,Yes,78
2015,July,Thursday,9,Overdose,D53,No,122
2014,February,Sunday,11,Person in Crisis,D51,No,81
2015,December,Wednesday,17,Suicide-related,D33,No,106
2014,April,Monday,4,Person in Crisis,D54,No,28
2015,October,Wednesday,7,Overdose,D42,No,88
2015,January,Saturday,10,Overdose,D52,Yes,115
2015,January,Sunday,14,Suicide-related,D14,No,56
2015,September,Tuesday,13,Suicide-related,D31,No,99
2015,July,Sunday,0,Person in Crisis,D52,Yes,89
2014,July,Saturday,21,Suicide-related,D55,No,32
2014,December,Saturday,19,Overdose,D43,No,44
2015,February,Saturday,18,Suicide-related,D12,No,71
2015,February,Saturday,22,Overdose,D51,No,22
2014,March,Wednesday,19,Overdose,D23,No,40
2014,December,Friday,12,Suicide-related,D53,No,48
2014,January,Saturday,14,Overdose,D33,No,97
2014,March,Tuesday,6,Overdose,D23,No,98
2015,January,Sunday,10,Suicide-related,D31,No,19
2015,June,Monday,8,Person in Crisis,D31,No,35
2015,August,Sunday,3,Overdose,D13,No,5
2015,January,Sunday,11,Suicide-related,D33,No,106
2014,July,Sunday,19,Suicide-related,D43,No,37
2015,June,Tuesday,11,Overdose,D51,Yes,57
2014,July,Tuesday,4,Suicide-related,D31,Yes,90
2015,October,Friday,13,Overdose,D55,Yes,91
2014,February,Thursday,1,Person in Crisis,D23,No,89
2015,April,Tuesday,12,Suicide-related,D31,Yes,106
2014,November,Thursday,17,Suicide-related,D11,No,43
2015,December,Sunday,16,Person in Crisis,D22,No,106
2014,August,Tuesday,23,Suicide-related,D12,No,97
2015,December,Wednesday,7,Overdose,D55,No,18
2015,July,Saturday,16,Overdose,D11,No,22
2014,January,Saturday,0,Suicide-related,D51,No,130
2014,November,Monday,18,Suicide-related,D42,No,134
2014,January,Sunday,21,Person in Crisis,D43,No,124
